Key	PrintedLessonReference	LectorReference	LectorText	PropersID	Y	R	LessonReference	RSVCELessonText	ESVCELessonText	CoverdaleText	BCPLookup	ChronSeq	BookNames_en	BlankColumn
EASTER VII C 4	John 17:20-26	Gospel of our Lord Jesus Christ according to St John	20 “I do not pray for these only, but also for those who believe in me through their word, 21 that they may all be one; even as thou, Father, art in me, and I in thee, that they also may be in us, so that the world may believe that thou hast sent me. 22 The glory which thou hast given me I have given to them, that they may be one even as we are one, 23 I in them and thou in me, that they may become perfectly one, so that the world may know that thou hast sent me and hast loved them even as thou hast loved me. 24 Father, I desire that they also, whom thou hast given me, may be with me where I am, to behold my glory which thou hast given me in thy love for me before the foundation of the world. 25 O righteous Father, the world has not known thee, but I have known thee; and these know that thou hast sent me. 26 I made known to them thy name, and I will make it known, that the love with which thou hast loved me may be in them, and I in them.”	EASTER VII	C	4	John 17:20-26	20 “I do not pray for these only, but also for those who believe in me through their word, 21 that they may all be one; even as thou, Father, art in me, and I in thee, that they also may be in us, so that the world may believe that thou hast sent me. 22 The glory which thou hast given me I have given to them, that they may be one even as we are one, 23 I in them and thou in me, that they may become perfectly one, so that the world may know that thou hast sent me and hast loved them even as thou hast loved me. 24 Father, I desire that they also, whom thou hast given me, may be with me where I am, to behold my glory which thou hast given me in thy love for me before the foundation of the world. 25 O righteous Father, the world has not known thee, but I have known thee; and these know that thou hast sent me. 26 I made known to them thy name, and I will make it known, that the love with which thou hast loved me may be in them, and I in them.”				3115	John	
PENTECOST SUNDAY C 1	Acts 2:1-11	Acts of the Apostles	1  When the day of Pentecost had come, they were all together in one place. 2 And suddenly a sound came from heaven like the rush of a mighty wind, and it filled all the house where they were sitting. 3 And there appeared to them tongues as of fire, distributed and resting on each one of them. 4 And they were all filled with the Holy Spirit and began to speak in other tongues, as the Spirit gave them utterance. 5 Now there were dwelling in Jerusalem Jews, devout men from every nation under heaven. 6 And at this sound the multitude came together, and they were bewildered, because each one heard them speaking in his own language. 7 And they were amazed and wondered, saying, “Are not all these who are speaking Galileans? 8 And how is it that we hear, each of us in his own native language? 9 Par′thians and Medes and E′lamites and residents of Mesopota′mia, Judea and Cappado′cia, Pontus and Asia, 10 Phryg′ia and Pamphyl′ia, Egypt and the parts of Libya belonging to Cyre′ne, and visitors from Rome, both Jews and proselytes, 11 Cretans and Arabians, we hear them telling in our own tongues the mighty works of God.”	PENTECOST SUNDAY	C	1	Acts 2:1-11	1  When the day of Pentecost had come, they were all together in one place. 2 And suddenly a sound came from heaven like the rush of a mighty wind, and it filled all the house where they were sitting. 3 And there appeared to them tongues as of fire, distributed and resting on each one of them. 4 And they were all filled with the Holy Spirit and began to speak in other tongues, as the Spirit gave them utterance. 5 Now there were dwelling in Jerusalem Jews, devout men from every nation under heaven. 6 And at this sound the multitude came together, and they were bewildered, because each one heard them speaking in his own language. 7 And they were amazed and wondered, saying, “Are not all these who are speaking Galileans? 8 And how is it that we hear, each of us in his own native language? 9 Par′thians and Medes and E′lamites and residents of Mesopota′mia, Judea and Cappado′cia, Pontus and Asia, 10 Phryg′ia and Pamphyl′ia, Egypt and the parts of Libya belonging to Cyre′ne, and visitors from Rome, both Jews and proselytes, 11 Cretans and Arabians, we hear them telling in our own tongues the mighty works of God.”				3116	Acts	
PENTECOST SUNDAY C 2	Psalms 104	Book of Psalms	1 PRAISE the Lord, O my soul * O Lord my God, thou art become exceeding glorious; thou art clothed with majesty and honour. 24 O Lord, how manifold are thy works * in wisdom hast thou made them all; the earth is full of thy riches. 29 When thou hidest thy face they are troubled * when thou takest away their breath they die, and are turned again to their dust. 30 When thou lettest thy breath go forth they shall be made * and thou shalt renew the face of the earth. 31 The glorious majesty of the Lord shall endure for ever * the Lord shall rejoice in his works. 34 And so shall my words please him * my joy shall be in the Lord.	PENTECOST SUNDAY	C	2	Psalms 104:1,24,29-31,34	1 Bless the Lord, O my soul! O Lord my God, thou art very great! Thou art clothed with honor and majesty, 24 O Lord, how manifold are thy works!     In wisdom hast thou made them all;     the earth is full of thy creatures. 29 When thou hidest thy face, they are dismayed;     when thou takest away their breath, they die     and return to their dust. 30 When thou sendest forth thy Spirit, they are created;     and thou renewest the face of the ground. 31 May the glory of the Lord endure for ever,     may the Lord rejoice in his works, 34 May my meditation be pleasing to him,     for I rejoice in the Lord.		1 PRAISE the Lord, O my soul * O Lord my God, thou art become exceeding glorious; thou art clothed with majesty and honour. 24 O Lord, how manifold are thy works * in wisdom hast thou made them all; the earth is full of thy riches. 29 When thou hidest thy face they are troubled * when thou takest away their breath they die, and are turned again to their dust. 30 When thou lettest thy breath go forth they shall be made * and thou shalt renew the face of the earth. 31 The glorious majesty of the Lord shall endure for ever * the Lord shall rejoice in his works. 34 And so shall my words please him * my joy shall be in the Lord.	Psalms104.1|Psalms104.24|Psalms104.29|Psalms104.30|Psalms104.31|Psalms104.34|	3117	Psalms	
PENTECOST SUNDAY C 3	1 Corinthians 12:3-7,12-13	First Epistle of St Paul to the Corinthians	3 Therefore I want you to understand that no one speaking by the Spirit of God ever says “Jesus be cursed!” and no one can say “Jesus is Lord” except by the Holy Spirit. 4 Now there are varieties of gifts, but the same Spirit; 5 and there are varieties of service, but the same Lord; 6 and there are varieties of working, but it is the same God who inspires them all in every one. 7 To each is given the manifestation of the Spirit for the common good. 12 For just as the body is one and has many members, and all the members of the body, though many, are one body, so it is with Christ. 13 For by one Spirit we were all baptized into one body—Jews or Greeks, slaves or free—and all were made to drink of one Spirit.	PENTECOST SUNDAY	C	3	1 Corinthians 12:3-7,12-13	3 Therefore I want you to understand that no one speaking by the Spirit of God ever says “Jesus be cursed!” and no one can say “Jesus is Lord” except by the Holy Spirit. 4 Now there are varieties of gifts, but the same Spirit; 5 and there are varieties of service, but the same Lord; 6 and there are varieties of working, but it is the same God who inspires them all in every one. 7 To each is given the manifestation of the Spirit for the common good. 12 For just as the body is one and has many members, and all the members of the body, though many, are one body, so it is with Christ. 13 For by one Spirit we were all baptized into one body—Jews or Greeks, slaves or free—and all were made to drink of one Spirit.				3118	1 Corinthians	
PENTECOST SUNDAY C 4	John 20:19-23	Gospel of our Lord Jesus Christ according to St John	19 On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, “Peace be with you.” 20 When he had said this, he showed them his hands and his side. Then the disciples were glad when they saw the Lord. 21 Jesus said to them again, “Peace be with you. As the Father has sent me, even so I send you.” 22 And when he had said this, he breathed on them, and said to them, “Receive the Holy Spirit. 23 If you forgive the sins of any, they are forgiven; if you retain the sins of any, they are retained.”	PENTECOST SUNDAY	C	4	John 20:19-23	19 On the evening of that day, the first day of the week, the doors being shut where the disciples were, for fear of the Jews, Jesus came and stood among them and said to them, “Peace be with you.” 20 When he had said this, he showed them his hands and his side. Then the disciples were glad when they saw the Lord. 21 Jesus said to them again, “Peace be with you. As the Father has sent me, even so I send you.” 22 And when he had said this, he breathed on them, and said to them, “Receive the Holy Spirit. 23 If you forgive the sins of any, they are forgiven; if you retain the sins of any, they are retained.”				3119	John	
TRINITY SUNDAY C 1	Proverbs 8:22-31	Book of Proverbs	22 The Lord created me at the beginning of his work,     the first of his acts of old. 23 Ages ago I was set up,     at the first, before the beginning of the earth. 24 When there were no depths I was brought forth,     when there were no springs abounding with water. 25 Before the mountains had been shaped,     before the hills, I was brought forth; 26 before he had made the earth with its fields,     or the first of the dust of the world. 27 When he established the heavens, I was there,     when he drew a circle on the face of the deep, 28 when he made firm the skies above,     when he established the fountains of the deep, 29 when he assigned to the sea its limit,     so that the waters might not transgress his command, when he marked out the foundations of the earth, 30     then I was beside him, like a master workman; and I was daily his delight,     rejoicing before him always, 31 rejoicing in his inhabited world     and delighting in the sons of men.	TRINITY SUNDAY	C	1	Proverbs 8:22-31	22 The Lord created me at the beginning of his work,     the first of his acts of old. 23 Ages ago I was set up,     at the first, before the beginning of the earth. 24 When there were no depths I was brought forth,     when there were no springs abounding with water. 25 Before the mountains had been shaped,     before the hills, I was brought forth; 26 before he had made the earth with its fields,     or the first of the dust of the world. 27 When he established the heavens, I was there,     when he drew a circle on the face of the deep, 28 when he made firm the skies above,     when he established the fountains of the deep, 29 when he assigned to the sea its limit,     so that the waters might not transgress his command, when he marked out the foundations of the earth, 30     then I was beside him, like a master workman; and I was daily his delight,     rejoicing before him always, 31 rejoicing in his inhabited world     and delighting in the sons of men.				3120	Proverbs	
TRINITY SUNDAY C 2	Psalms 8	Book of Psalms	4 What is man, that thou art mindful of him * and the son of man, that thou visitest him? 5 Thou madest him lower than the angels * to crown him with glory and worship. 6 Thou makest him to have dominion of the works of thy hands * and thou hast put all things in subjection under his feet; 7 All sheep and oxen * yea, and the beasts of the field; 8 The fowls of the air, and the fishes of the sea * and whatsoever walketh through the paths of the seas. 9 O Lord our Governor * how excellent is thy Name in all the world!	TRINITY SUNDAY	C	2	Psalms 8:4-9	4 what is man that thou art mindful of him,     and the son of man that thou dost care for him? 5 Yet thou hast made him little less than God,     and dost crown him with glory and honor. 6 Thou hast given him dominion over the works of thy hands;     thou hast put all things under his feet, 7 all sheep and oxen,     and also the beasts of the field, 8 the birds of the air, and the fish of the sea,     whatever passes along the paths of the sea. 9 O Lord, our Lord,      how majestic is thy name in all the earth!		4 What is man, that thou art mindful of him * and the son of man, that thou visitest him? 5 Thou madest him lower than the angels * to crown him with glory and worship. 6 Thou makest him to have dominion of the works of thy hands * and thou hast put all things in subjection under his feet; 7 All sheep and oxen * yea, and the beasts of the field; 8 The fowls of the air, and the fishes of the sea * and whatsoever walketh through the paths of the seas. 9 O Lord our Governor * how excellent is thy Name in all the world!	Psalms8.4|Psalms8.5|Psalms8.6|Psalms8.7|Psalms8.8|Psalms8.9|	3121	Psalms	
TRINITY SUNDAY C 3	Romans 5:1-5	Epistle of St Paul to the Romans	Brethren, 1 Therefore, since we are justified by faith, we have peace with God through our Lord Jesus Christ. 2 Through him we have obtained access to this grace in which we stand, and we rejoice in our hope of sharing the glory of God. 3 More than that, we rejoice in our sufferings, knowing that suffering produces endurance, 4 and endurance produces character, and character produces hope, 5 and hope does not disappoint us, because God’s love has been poured into our hearts through the Holy Spirit who has been given to us.	TRINITY SUNDAY	C	3	Romans 5:1-5	Brethren, 1 Therefore, since we are justified by faith, we have peace with God through our Lord Jesus Christ. 2 Through him we have obtained access to this grace in which we stand, and we rejoice in our hope of sharing the glory of God. 3 More than that, we rejoice in our sufferings, knowing that suffering produces endurance, 4 and endurance produces character, and character produces hope, 5 and hope does not disappoint us, because God’s love has been poured into our hearts through the Holy Spirit who has been given to us.				3122	Romans	
TRINITY SUNDAY C 4	John 16:12-15	Gospel of our Lord Jesus Christ according to St John	Jesus said to His disciples, 12 “I have yet many things to say to you, but you cannot bear them now. 13 When the Spirit of truth comes, he will guide you into all the truth; for he will not speak on his own authority, but whatever he hears he will speak, and he will declare to you the things that are to come. 14 He will glorify me, for he will take what is mine and declare it to you. 15 All that the Father has is mine; therefore I said that he will take what is mine and declare it to you.	TRINITY SUNDAY	C	4	John 16:12-15	Jesus said to His disciples, 12 “I have yet many things to say to you, but you cannot bear them now. 13 When the Spirit of truth comes, he will guide you into all the truth; for he will not speak on his own authority, but whatever he hears he will speak, and he will declare to you the things that are to come. 14 He will glorify me, for he will take what is mine and declare it to you. 15 All that the Father has is mine; therefore I said that he will take what is mine and declare it to you.				3123	John	
CORPUS CHRISTI C 1	Genesis 14:18-20	Book of Genesis	[17 After his return from the defeat of Ched-or-lao′mer and the kings who were with him, the king of Sodom went out to meet Abram at the Valley of Shaveh (that is, the King’s Valley).] 18 And Melchiz′edek king of Salem brought out bread and wine; he was priest of God Most High. 19 And he blessed him and said, “Blessed be Abram by God Most High, maker of heaven and earth; 20 and blessed be God Most High, who has delivered your enemies into your hand!” And Abram gave him a tenth of everything.	CORPUS CHRISTI	C	1	Genesis 14:18-20	[17 After his return from the defeat of Ched-or-lao′mer and the kings who were with him, the king of Sodom went out to meet Abram at the Valley of Shaveh (that is, the King’s Valley).] 18 And Melchiz′edek king of Salem brought out bread and wine; he was priest of God Most High. 19 And he blessed him and said, “Blessed be Abram by God Most High, maker of heaven and earth; 20 and blessed be God Most High, who has delivered your enemies into your hand!” And Abram gave him a tenth of everything.				3124	Genesis	
CORPUS CHRISTI C 2	Psalms 110	Book of Psalms	1 THE Lord said unto my Lord * Sit thou on my right hand, until I make thine enemies thy footstool. 2 The Lord shall send the rod of thy power out of Sion * be thou ruler, even in the midst among thine enemies. 3 In the day of thy power shall the people offer thee free-will offerings with an holy worship * the dew of thy birth is of the womb of the morning. 4 The Lord sware, and will not repent * Thou art a priest for ever after the order of Melchisedech.	CORPUS CHRISTI	C	2	Psalms 110:1-4	1 The LORD says to my lord: "Sit at my right hand, till I make your enemies your footstool." 2 The LORD sends forth from Zion your mighty scepter. Rule in the midst of your foes! 3 Your people will offer themselves freely on the day you lead your host upon the holy mountains. From the womb of the morning like dew your youth will come to you. 4 The LORD has sworn and will not change his mind, "You are a priest for ever after the order of Melchiz'edek."		1 THE Lord said unto my Lord * Sit thou on my right hand, until I make thine enemies thy footstool. 2 The Lord shall send the rod of thy power out of Sion * be thou ruler, even in the midst among thine enemies. 3 In the day of thy power shall the people offer thee free-will offerings with an holy worship * the dew of thy birth is of the womb of the morning. 4 The Lord sware, and will not repent * Thou art a priest for ever after the order of Melchisedech.	Psalms110.1|Psalms110.2|Psalms110.3|Psalms110.4|	3125	Psalms	
CORPUS CHRISTI C 3	1 Corinthians 11:23-26	First Epistle of St Paul to the Corinthians	23 For I received from the Lord what I also delivered to you, that the Lord Jesus on the night when he was betrayed took bread, 24 and when he had given thanks, he broke it, and said, "This is my body which is for you. Do this in remembrance of me." 25 In the same way also the cup, after supper, saying, "This cup is the new covenant in my blood. Do this, as often as you drink it, in remembrance of me." 26 For as often as you eat this bread and drink the cup, you proclaim the Lord's death until he comes.	CORPUS CHRISTI	C	3	1 Corinthians 11:23-26	23 For I received from the Lord what I also delivered to you, that the Lord Jesus on the night when he was betrayed took bread, 24 and when he had given thanks, he broke it, and said, "This is my body which is for you. Do this in remembrance of me." 25 In the same way also the cup, after supper, saying, "This cup is the new covenant in my blood. Do this, as often as you drink it, in remembrance of me." 26 For as often as you eat this bread and drink the cup, you proclaim the Lord's death until he comes.				3126	1 Corinthians	
CORPUS CHRISTI C 4	Luke 9:11-17	Gospel of our Lord Jesus Christ according to St Luke	11 When the crowds learned it, they followed him; and he welcomed them and spoke to them of the kingdom of God, and cured those who had need of healing. 12 Now the day began to wear away; and the twelve came and said to him, "Send the crowd away, to go into the villages and country round about, to lodge and get provisions; for we are here in a lonely place." 13 But he said to them, "You give them something to eat." They said, "We have no more than five loaves and two fish -- unless we are to go and buy food for all these people." 14 For there were about five thousand men. And he said to his disciples, "Make them sit down in companies, about fifty each." 15 And they did so, and made them all sit down. 16 And taking the five loaves and the two fish he looked up to heaven, and blessed and broke them, and gave them to the disciples to set before the crowd. 17 And all ate and were satisfied. And they took up what was left over, twelve baskets of broken pieces.	CORPUS CHRISTI	C	4	Luke 9:11-17	11 When the crowds learned it, they followed him; and he welcomed them and spoke to them of the kingdom of God, and cured those who had need of healing. 12 Now the day began to wear away; and the twelve came and said to him, "Send the crowd away, to go into the villages and country round about, to lodge and get provisions; for we are here in a lonely place." 13 But he said to them, "You give them something to eat." They said, "We have no more than five loaves and two fish -- unless we are to go and buy food for all these people." 14 For there were about five thousand men. And he said to his disciples, "Make them sit down in companies, about fifty each." 15 And they did so, and made them all sit down. 16 And taking the five loaves and the two fish he looked up to heaven, and blessed and broke them, and gave them to the disciples to set before the crowd. 17 And all ate and were satisfied. And they took up what was left over, twelve baskets of broken pieces.				3127	Luke	
ORDINARY TIME X C 1	1 Kings 17:17-24	First Book of Kings		ORDINARY TIME X	C	1	1 Kings 17:17-24					3128	1 Kings	
ORDINARY TIME X C 2	Psalms 30	Book of Psalms		ORDINARY TIME X	C	2	Psalms 30:2+4,5-6,11-12a+13b					3129	Psalms	
ORDINARY TIME X C 3	Galatians 1:11-19	Epistle of St Paul to the Galatians		ORDINARY TIME X	C	3	Galatians 1:11-19					3130	Galatians	
ORDINARY TIME X C 4	Luke 7:11-17	Gospel of our Lord Jesus Christ according to St Luke		ORDINARY TIME X	C	4	Luke 7:11-17					3131	Luke	
ORDINARY TIME XI C 1	2 Samuel 12:7-10,13	Second Book of Samuel		ORDINARY TIME XI	C	1	2 Samuel 12:7-10,13					3132	2 Samuel	
ORDINARY TIME XI C 2	Psalms 32	Book of Psalms		ORDINARY TIME XI	C	2	Psalms 32:1-2,5,7,11					3133	Psalms	
ORDINARY TIME XI C 3	Galatians 2:16,19-21	Epistle of St Paul to the Galatians		ORDINARY TIME XI	C	3	Galatians 2:16,19-21					3134	Galatians	
ORDINARY TIME XI C 4	Luke 7:36—8:3 or 7:36-50	Gospel of our Lord Jesus Christ according to St Luke		ORDINARY TIME XI	C	4	Luke 7:36—8:3 or 7:36-50					3135	Luke	
ORDINARY TIME XII C 1	Zechariah 12:10-11; 13:1	Book of the Prophet Zechariah		ORDINARY TIME XII	C	1	Zechariah 12:10-11; 13:1					3136	Zechariah	
ORDINARY TIME XII C 2	Psalms 63	Book of Psalms		ORDINARY TIME XII	C	2	Psalms 63:2,3-4,5-6,8-9					3137	Psalms	
ORDINARY TIME XII C 3	Galatians 3:26-29	Epistle of St Paul to the Galatians		ORDINARY TIME XII	C	3	Galatians 3:26-29					3138	Galatians	
ORDINARY TIME XII C 4	Luke 9:18-24	Gospel of our Lord Jesus Christ according to St Luke		ORDINARY TIME XII	C	4	Luke 9:18-24					3139	Luke	
ORDINARY TIME XIII C 1	1 Kings 19:16,19-21	First Book of Kings	16 and Jehu the son of Nimshi you shall anoint to be king over Israel; and Eli'sha the son of Shaphat of A'bel-meho'lah you shall anoint to be prophet in your place. 19 So he departed from there, and found Eli'sha the son of Shaphat, who was plowing, with twelve yoke of oxen before him, and he was with the twelfth. Eli'jah passed by him and cast his mantle upon him. 20 And he left the oxen, and ran after Eli'jah, and said, "Let me kiss my father and my mother, and then I will follow you." And he said to him, "Go back again; for what have I done to you?" 21 And he returned from following him, and took the yoke of oxen, and slew them, and boiled their flesh with the yokes of the oxen, and gave it to the people, and they ate. Then he arose and went after Eli'jah, and ministered to him.	ORDINARY TIME XIII	C	1	1 Kings 19:16,19-21	16 and Jehu the son of Nimshi you shall anoint to be king over Israel; and Eli'sha the son of Shaphat of A'bel-meho'lah you shall anoint to be prophet in your place. 19 So he departed from there, and found Eli'sha the son of Shaphat, who was plowing, with twelve yoke of oxen before him, and he was with the twelfth. Eli'jah passed by him and cast his mantle upon him. 20 And he left the oxen, and ran after Eli'jah, and said, "Let me kiss my father and my mother, and then I will follow you." And he said to him, "Go back again; for what have I done to you?" 21 And he returned from following him, and took the yoke of oxen, and slew them, and boiled their flesh with the yokes of the oxen, and gave it to the people, and they ate. Then he arose and went after Eli'jah, and ministered to him.				3140	1 Kings	
ORDINARY TIME XIII C 2	Psalms 16	Book of Psalms	1 PRESERVE me, O God * for in thee have I put my trust. 2 O my soul, thou hast said unto the Lord * Thou art my God, my goods are nothing unto thee. 5 Their drink-offerings of blood will I not offer * neither make mention of their names within my lips. 7 The lot is fallen unto me in a fair ground * yea, I have a goodly heritage. 8 I will thank the Lord for giving me warning * my reins also chasten me in the night-season. 9 I have set God always before me * for he is on my right hand, therefore I shall not fall. 10 Wherefore my heart was glad, and my glory rejoiced * my flesh also shall rest in hope. 11 For why? thou shalt not leave my soul in hell * neither shalt thou suffer thy Holy One to see corruption.	ORDINARY TIME XIII	C	2	Psalms 16:1-2,5,7-11	1 Preserve me, O God, for in thee I take refuge. 2 I say to the LORD, "Thou art my Lord; I have no good apart from thee." 5 The LORD is my chosen portion and my cup; thou holdest my lot. 7 I bless the LORD who gives me counsel; in the night also my heart instructs me. 8 I keep the LORD always before me; because he is at my right hand, I shall not be moved. 9 Therefore my heart is glad, and my soul rejoices; my body also dwells secure. 10 For thou dost not give me up to Sheol, or let thy godly one see the Pit. 11 Thou dost show me the path of life; in thy presence there is fulness of joy, in thy right hand are pleasures for evermore.		1 PRESERVE me, O God * for in thee have I put my trust. 2 O my soul, thou hast said unto the Lord * Thou art my God, my goods are nothing unto thee. 5 Their drink-offerings of blood will I not offer * neither make mention of their names within my lips. 7 The lot is fallen unto me in a fair ground * yea, I have a goodly heritage. 8 I will thank the Lord for giving me warning * my reins also chasten me in the night-season. 9 I have set God always before me * for he is on my right hand, therefore I shall not fall. 10 Wherefore my heart was glad, and my glory rejoiced * my flesh also shall rest in hope. 11 For why? thou shalt not leave my soul in hell * neither shalt thou suffer thy Holy One to see corruption.	Psalms16.1|Psalms16.2|Psalms16.5|Psalms16.7|Psalms16.8|Psalms16.9|Psalms16.10|Psalms16.11|	3141	Psalms	
ORDINARY TIME XIII C 3	Galatians 5:1,13-18	Epistle of St Paul to the Galatians	1 For freedom Christ has set us free; stand fast therefore, and do not submit again to a yoke of slavery. 13 For you were called to freedom, brethren; only do not use your freedom as an opportunity for the flesh, but through love be servants of one another. 14 For the whole law is fulfilled in one word, "You shall love your neighbor as yourself." 15 But if you bite and devour one another take heed that you are not consumed by one another. 16 But I say, walk by the Spirit, and do not gratify the desires of the flesh. 17 For the desires of the flesh are against the Spirit, and the desires of the Spirit are against the flesh; for these are opposed to each other, to prevent you from doing what you would. 18 But if you are led by the Spirit you are not under the law.	ORDINARY TIME XIII	C	3	Galatians 5:1,13-18	1 For freedom Christ has set us free; stand fast therefore, and do not submit again to a yoke of slavery. 13 For you were called to freedom, brethren; only do not use your freedom as an opportunity for the flesh, but through love be servants of one another. 14 For the whole law is fulfilled in one word, "You shall love your neighbor as yourself." 15 But if you bite and devour one another take heed that you are not consumed by one another. 16 But I say, walk by the Spirit, and do not gratify the desires of the flesh. 17 For the desires of the flesh are against the Spirit, and the desires of the Spirit are against the flesh; for these are opposed to each other, to prevent you from doing what you would. 18 But if you are led by the Spirit you are not under the law.				3142	Galatians	
ORDINARY TIME XIII C 4	Luke 9:51-62	Gospel of our Lord Jesus Christ according to St Luke	51 When the days drew near for him to be received up, he set his face to go to Jerusalem. 52 And he sent messengers ahead of him, who went and entered a village of the Samaritans, to make ready for him; 53 but the people would not receive him, because his face was set toward Jerusalem. 54 And when his disciples James and John saw it, they said, "Lord, do you want us to bid fire come down from heaven and consume them?" 55 But he turned and rebuked them. 56 And they went on to another village. 57 As they were going along the road, a man said to him, "I will follow you wherever you go." 58 And Jesus said to him, "Foxes have holes, and birds of the air have nests; but the Son of man has nowhere to lay his head." 59 To another he said, "Follow me." But he said, "Lord, let me first go and bury my father." 60 But he said to him, "Leave the dead to bury their own dead; but as for you, go and proclaim the kingdom of God." 61 Another said, "I will follow you, Lord; but let me first say farewell to those at my home." 62 Jesus said to him, "No one who puts his hand to the plow and looks back is fit for the kingdom of God."	ORDINARY TIME XIII	C	4	Luke 9:51-62	51 When the days drew near for him to be received up, he set his face to go to Jerusalem. 52 And he sent messengers ahead of him, who went and entered a village of the Samaritans, to make ready for him; 53 but the people would not receive him, because his face was set toward Jerusalem. 54 And when his disciples James and John saw it, they said, "Lord, do you want us to bid fire come down from heaven and consume them?" 55 But he turned and rebuked them. 56 And they went on to another village. 57 As they were going along the road, a man said to him, "I will follow you wherever you go." 58 And Jesus said to him, "Foxes have holes, and birds of the air have nests; but the Son of man has nowhere to lay his head." 59 To another he said, "Follow me." But he said, "Lord, let me first go and bury my father." 60 But he said to him, "Leave the dead to bury their own dead; but as for you, go and proclaim the kingdom of God." 61 Another said, "I will follow you, Lord; but let me first say farewell to those at my home." 62 Jesus said to him, "No one who puts his hand to the plow and looks back is fit for the kingdom of God."				3143	Luke	
ORDINARY TIME XIV C 1	Isaiah 66:10-14	Book of the Prophet Isaiah	10 "Rejoice with Jerusalem, and be glad for her, all you who love her; rejoice with her in joy, all you who mourn over her; 11 that you may suck and be satisfied with her consoling breasts; that you may drink deeply with delight from the abundance of her glory." 12 For thus says the LORD: "Behold, I will extend prosperity to her like a river, and the wealth of the nations like an overflowing stream; and you shall suck, you shall be carried upon her hip, and dandled upon her knees. 13 As one whom his mother comforts, so I will comfort you; you shall be comforted in Jerusalem. 14 You shall see, and your heart shall rejoice; your bones shall flourish like the grass; and it shall be known that the hand of the LORD is with his servants, and his indignation is against his enemies.	ORDINARY TIME XIV	C	1	Isaiah 66:10-14	10 "Rejoice with Jerusalem, and be glad for her, all you who love her; rejoice with her in joy, all you who mourn over her; 11 that you may suck and be satisfied with her consoling breasts; that you may drink deeply with delight from the abundance of her glory." 12 For thus says the LORD: "Behold, I will extend prosperity to her like a river, and the wealth of the nations like an overflowing stream; and you shall suck, you shall be carried upon her hip, and dandled upon her knees. 13 As one whom his mother comforts, so I will comfort you; you shall be comforted in Jerusalem. 14 You shall see, and your heart shall rejoice; your bones shall flourish like the grass; and it shall be known that the hand of the LORD is with his servants, and his indignation is against his enemies.				3144	Isaiah	
